Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,Fix_quality
1664826196.608232,0,71430,857160,GPS1_Frame,42.33897583333334,-71.08781933333333,21.3,328008.8744907965,4689524.472781978,19,T,5
1664826197.611036,0,71431,857172,GPS1_Frame,42.33897583333334,-71.08781933333333,21.2,328008.8744907965,4689524.472781978,19,T,5
1664826198.600528,0,71432,857184,GPS1_Frame,42.33897583333334,-71.08781933333333,21.2,328008.8744907965,4689524.472781978,19,T,5
1664826199.628237,0,71433,857196,GPS1_Frame,42.33897566666666,-71.08781933333333,21.2,328008.8740363853,4689524.45427491,19,T,5
1664826200.6005201,0,71434,857208,GPS1_Frame,42.33897566666666,-71.08781933333333,21.2,328008.8740363853,4689524.45427491,19,T,5
1664826201.579801,0,71435,857220,GPS1_Frame,42.33897566666666,-71.08781933333333,21.2,328008.8740363853,4689524.45427491,19,T,5
1664826202.6182718,0,71436,857232,GPS1_Frame,42.33897566666666,-71.08781933333333,21.2,328008.8740363853,4689524.45427491,19,T,5
1664826203.6207802,0,71437,857244,GPS1_Frame,42.33897566666666,-71.0878195,21.1,328008.8603060859,4689524.454612034,19,T,5
1664826204.624833,0,71438,857256,GPS1_Frame,42.33897566666666,-71.08781933333333,21.1,328008.8740363853,4689524.45427491,19,T,5
1664826205.6510282,0,71439,857268,GPS1_Frame,42.33897566666666,-71.08781933333333,21.1,328008.8740363853,4689524.45427491,19,T,5
1664826206.6099346,0,71440,857280,GPS1_Frame,42.33897566666666,-71.08781933333333,21.1,328008.8740363853,4689524.45427491,19,T,5
1664826207.6369922,0,71441,857292,GPS1_Frame,42.33897566666666,-71.08781933333333,21.1,328008.8740363853,4689524.45427491,19,T,5
1664826208.619279,0,71442,857304,GPS1_Frame,42.33897566666666,-71.08781933333333,21.1,328008.8740363853,4689524.45427491,19,T,5
1664826209.6417146,0,71443,857316,GPS1_Frame,42.3389755,-71.08781933333333,21.0,328008.8735819743,4689524.4357678415,19,T,5
1664826210.6124175,0,71444,857328,GPS1_Frame,42.3389755,-71.08781933333333,21.0,328008.8735819743,4689524.4357678415,19,T,5
1664826211.6410873,0,71445,857340,GPS1_Frame,42.3389755,-71.08781933333333,21.0,328008.8735819743,4689524.4357678415,19,T,5
1664826212.6250763,0,71446,857352,GPS1_Frame,42.3389755,-71.0878195,21.0,328008.85985167476,4689524.436104967,19,T,5
1664826213.6474113,0,71447,857364,GPS1_Frame,42.33897566666666,-71.0878195,21.0,328008.8603060859,4689524.454612034,19,T,5
1664826214.599847,0,71448,857376,GPS1_Frame,42.33897566666666,-71.08781966666668,20.9,328008.8465757864,4689524.45494916,19,T,5
1664826215.6252928,0,71449,857388,GPS1_Frame,42.33897583333334,-71.08781983333333,20.9,328008.8332998982,4689524.473793354,19,T,5
1664826216.6183805,0,71450,857400,GPS1_Frame,42.33897566666666,-71.08781966666668,20.9,328008.8465757864,4689524.45494916,19,T,5
1664826217.6483586,0,71451,857412,GPS1_Frame,42.33897566666666,-71.08781966666668,20.9,328008.8465757864,4689524.45494916,19,T,5
1664826218.6159759,0,71452,857424,GPS1_Frame,42.3389755,-71.08781966666668,20.9,328008.84612137533,4689524.436442092,19,T,5
1664826219.6350768,0,71453,857436,GPS1_Frame,42.3389755,-71.08781966666668,20.9,328008.84612137533,4689524.436442092,19,T,5
1664826220.6211948,0,71454,857448,GPS1_Frame,42.33897533333334,-71.08781966666668,20.9,328008.8456669642,4689524.417935027,19,T,5
1664826221.6444292,0,71455,857460,GPS1_Frame,42.33897516666666,-71.08781966666668,20.9,328008.845212553,4689524.399427959,19,T,5
1664826656.0987608,0,71456,857472,GPS1_Frame,42.33897516666666,-71.08781966666668,20.9,328008.845212553,4689524.399427959,19,T,5
1664826657.1175504,0,71457,857484,GPS1_Frame,42.33897516666666,-71.08781966666668,20.8,328008.845212553,4689524.399427959,19,T,5
1664826658.118728,0,71458,857496,GPS1_Frame,42.338975,-71.08781966666668,20.8,328008.84475814184,4689524.380920893,19,T,5
1664826659.1456811,0,71459,857508,GPS1_Frame,42.33897483333333,-71.08781966666668,20.8,328008.8443037307,4689524.362413826,19,T,5
1664826660.1190624,0,71460,857520,GPS1_Frame,42.33897483333333,-71.08781966666668,20.8,328008.8443037307,4689524.362413826,19,T,5
1664826661.1755419,0,71461,857532,GPS1_Frame,42.338975,-71.08781983333333,20.8,328008.83102784224,4689524.381258018,19,T,5
1664826662.113022,0,71462,857544,GPS1_Frame,42.33897483333333,-71.08781966666668,20.8,328008.8443037307,4689524.362413826,19,T,5
1664826663.1457896,0,71463,857556,GPS1_Frame,42.33897449999999,-71.0878195,20.8,328008.85712520813,4689524.325062565,19,T,5
1664826664.1051598,0,71464,857568,GPS1_Frame,42.33897416666667,-71.08781916666666,20.8,328008.88367698755,4689524.287374183,19,T,5
1664826665.1798089,0,71465,857580,GPS1_Frame,42.33897383333333,-71.08781900000001,20.8,328008.89649846323,4689524.250022923,19,T,5
1664826666.1144965,0,71466,857592,GPS1_Frame,42.33897366666667,-71.08781883333333,20.8,328008.90977435425,4689524.231178731,19,T,5
1664826667.138045,0,71467,857604,GPS1_Frame,42.33897333333333,-71.08781866666666,20.8,328008.92259583226,4689524.193827472,19,T,5
1664826668.113044,0,71468,857616,GPS1_Frame,42.33897316666666,-71.0878185,20.9,328008.93587172346,4689524.174983281,19,T,5
1664826669.126686,0,71469,857628,GPS1_Frame,42.338973,-71.0878185,20.9,328008.93541731255,4689524.156476214,19,T,5
1664826670.112885,0,71470,857640,GPS1_Frame,42.33897283333334,-71.0878185,20.8,328008.9349629017,4689524.137969146,19,T,5
1664826671.1535318,0,71471,857652,GPS1_Frame,42.3389725,-71.0878185,20.9,328008.93405407993,4689524.100955011,19,T,5
1664826672.149871,0,71472,857664,GPS1_Frame,42.33897233333334,-71.0878185,20.9,328008.93359966914,4689524.082447947,19,T,5
1664826673.1536343,0,71473,857676,GPS1_Frame,42.33897233333334,-71.0878185,20.8,328008.93359966914,4689524.082447947,19,T,5
1664826674.120873,0,71474,857688,GPS1_Frame,42.33897216666666,-71.08781866666666,20.9,328008.9194149559,4689524.064278004,19,T,5
1664826675.1295176,0,71475,857700,GPS1_Frame,42.33897216666666,-71.08781883333333,20.8,328008.90568465565,4689524.064615129,19,T,5
1664826676.1119688,0,71476,857712,GPS1_Frame,42.33897216666666,-71.08781883333333,20.8,328008.90568465565,4689524.064615129,19,T,5
1664826677.1335263,0,71477,857724,GPS1_Frame,42.33897216666666,-71.08781900000001,20.8,328008.89195435337,4689524.064952254,19,T,5
1664826678.1088984,0,71478,857736,GPS1_Frame,42.33897216666666,-71.08781916666666,20.8,328008.8782240553,4689524.06528938,19,T,5
1664826679.106009,0,71479,857748,GPS1_Frame,42.338972,-71.08781900000001,20.8,328008.89149994246,4689524.046445187,19,T,5
1664826680.1251879,0,71480,857760,GPS1_Frame,42.338972,-71.08781916666666,20.8,328008.87776964426,4689524.046782313,19,T,5
1664826681.1397312,0,71481,857772,GPS1_Frame,42.338972,-71.08781916666666,20.8,328008.87776964426,4689524.046782313,19,T,5
1664826682.1013694,0,71482,857784,GPS1_Frame,42.338972,-71.08781933333333,20.8,328008.8640393419,4689524.047119439,19,T,5
1664826683.1353965,0,71483,857796,GPS1_Frame,42.338972,-71.08781933333333,20.8,328008.8640393419,4689524.047119439,19,T,5
1664826684.0913305,0,71484,857808,GPS1_Frame,42.338972,-71.08781933333333,20.8,328008.8640393419,4689524.047119439,19,T,5
1664826685.1461067,0,71485,857820,GPS1_Frame,42.338972,-71.08781933333333,20.8,328008.8640393419,4689524.047119439,19,T,5
1664826686.1363568,0,71486,857832,GPS1_Frame,42.33897183333333,-71.08781933333333,20.7,328008.8635849309,4689524.028612371,19,T,5
1664826687.140284,0,71487,857844,GPS1_Frame,42.33897183333333,-71.08781933333333,20.7,328008.8635849309,4689524.028612371,19,T,5
1664826688.103667,0,71488,857856,GPS1_Frame,42.33897183333333,-71.0878195,20.8,328008.84985463065,4689524.028949496,19,T,5
1664826689.124482,0,71489,857868,GPS1_Frame,42.33897166666667,-71.08781966666668,20.8,328008.8356699192,4689524.010779557,19,T,5
1664826690.120603,0,71490,857880,GPS1_Frame,42.33897166666667,-71.08781983333333,20.8,328008.8219396189,4689524.011116682,19,T,5
1664826691.1316292,0,71491,857892,GPS1_Frame,42.33897166666667,-71.08782,20.8,328008.8082093186,4689524.011453806,19,T,5
1664826692.0926483,0,71492,857904,GPS1_Frame,42.33897149999999,-71.08782,20.8,328008.80775490735,4689523.992946738,19,T,5
1664826693.1626797,0,71493,857916,GPS1_Frame,42.33897149999999,-71.08782016666667,20.8,328008.794024607,4689523.993283863,19,T,5
1664826694.1037135,0,71494,857928,GPS1_Frame,42.33897149999999,-71.08782033333334,20.8,328008.78029430663,4689523.993620989,19,T,5
1664826695.1293378,0,71495,857940,GPS1_Frame,42.33897149999999,-71.08782033333334,20.8,328008.78029430663,4689523.993620989,19,T,5
1664826696.1118462,0,71496,857952,GPS1_Frame,42.33897149999999,-71.08782049999999,20.7,328008.7665640063,4689523.993958114,19,T,5
1664826697.1411567,0,71497,857964,GPS1_Frame,42.33897133333333,-71.08782066666666,20.8,328008.7523792946,4689523.975788173,19,T,5
1664826698.1037972,0,71498,857976,GPS1_Frame,42.33897133333333,-71.08782066666666,20.8,328008.7523792946,4689523.975788173,19,T,5
1664826699.142011,0,71499,857988,GPS1_Frame,42.33897133333333,-71.08782049999999,20.7,328008.76610959496,4689523.975451048,19,T,5
1664826700.1337578,0,71500,858000,GPS1_Frame,42.33897133333333,-71.08782049999999,20.7,328008.76610959496,4689523.975451048,19,T,5
1664826701.1539917,0,71501,858012,GPS1_Frame,42.33897133333333,-71.08782066666666,20.7,328008.7523792946,4689523.975788173,19,T,5
1664826702.1209617,0,71502,858024,GPS1_Frame,42.33897116666667,-71.08782066666666,20.7,328008.7519248833,4689523.957281107,19,T,5
1664826703.131372,0,71503,858036,GPS1_Frame,42.33897116666667,-71.08782083333334,20.8,328008.7381945808,4689523.957618233,19,T,5
1664826704.1279023,0,71504,858048,GPS1_Frame,42.33897116666667,-71.08782083333334,20.8,328008.7381945808,4689523.957618233,19,T,5
1664826705.1553571,0,71505,858060,GPS1_Frame,42.33897100000001,-71.08782083333334,20.8,328008.73774016945,4689523.939111167,19,T,5
1664826706.1391487,0,71506,858072,GPS1_Frame,42.33897083333333,-71.08782083333334,20.8,328008.737285758,4689523.920604098,19,T,5
1664826707.161232,0,71507,858084,GPS1_Frame,42.33897083333333,-71.08782083333334,20.8,328008.737285758,4689523.920604098,19,T,5
1664826708.1291647,0,71508,858096,GPS1_Frame,42.33897083333333,-71.08782083333334,20.8,328008.737285758,4689523.920604098,19,T,5
1664826709.1605892,0,71509,858108,GPS1_Frame,42.33897066666667,-71.08782083333334,20.8,328008.73683134664,4689523.902097032,19,T,5
1664826710.1349146,0,71510,858120,GPS1_Frame,42.33897066666667,-71.08782066666666,20.8,328008.75056164927,4689523.901759907,19,T,5
1664826711.1324704,0,71511,858132,GPS1_Frame,42.33897066666667,-71.08782083333334,20.8,328008.73683134664,4689523.902097032,19,T,5
1664826712.1281781,0,71512,858144,GPS1_Frame,42.3389705,-71.08782066666666,20.8,328008.75010723795,4689523.88325284,19,T,5
1664826713.1497045,0,71513,858156,GPS1_Frame,42.33897033333333,-71.08782066666666,20.8,328008.7496528266,4689523.864745772,19,T,5
1664826714.1331272,0,71514,858168,GPS1_Frame,42.33897016666666,-71.08782066666666,20.9,328008.7491984153,4689523.846238705,19,T,5
